State,Study,Conscious,Simulated_Slope
NREM (NSRR),Purcell-NSRR,False,-3.7688772324801243
NREM (NSRR),Purcell-NSRR,False,-3.0000668100147014
NREM (NSRR),Purcell-NSRR,False,-1.4403722540550425
NREM (NSRR),Purcell-NSRR,False,-3.3020542512223914
NREM (NSRR),Purcell-NSRR,False,-1.8721928763681115
NREM (NSRR),Purcell-NSRR,False,-3.6665472248563735
NREM (NSRR),Purcell-NSRR,False,-2.0816305645256428
NREM (NSRR),Purcell-NSRR,False,-2.848323165119731
NREM (NSRR),Purcell-NSRR,False,-2.4935151085582064
NREM (NSRR),Purcell-NSRR,False,-2.8427561140157684
NREM (NSRR),Purcell-NSRR,False,-2.2002455434186556
NREM (NSRR),Purcell-NSRR,False,-5.450115750875277
NREM (NSRR),Purcell-NSRR,False,-4.287814129403945
NREM (NSRR),Purcell-NSRR,False,-2.4276352009985596
NREM (NSRR),Purcell-NSRR,False,-4.91942945118769
NREM (NSRR),Purcell-NSRR,False,-3.387302670196777
NREM (NSRR),Purcell-NSRR,False,-2.9050293253019426
NREM (NSRR),Purcell-NSRR,False,-3.6886324568948
NREM (NSRR),Purcell-NSRR,False,-3.55032330507061
NREM (NSRR),Purcell-NSRR,False,-2.57497692429181
NREM (NSRR),Purcell-NSRR,False,-1.827917540699131
NREM (NSRR),Purcell-NSRR,False,-3.8205926846245193
NREM (NSRR),Purcell-NSRR,False,-3.4323440333615776
NREM (NSRR),Purcell-NSRR,False,-3.590525858896604
NREM (NSRR),Purcell-NSRR,False,-5.302058001011131
NREM (NSRR),Purcell-NSRR,False,-2.70649275830598
NREM (NSRR),Purcell-NSRR,False,-1.9034396244253362
NREM (NSRR),Purcell-NSRR,False,-1.8204761887350285
NREM (NSRR),Purcell-NSRR,False,-3.731798759037116
NREM (NSRR),Purcell-NSRR,False,-4.117556735924746
NREM (NSRR),Purcell-NSRR,False,-2.8281207157624313
NREM (NSRR),Purcell-NSRR,False,-2.0102196323824044
NREM (NSRR),Purcell-NSRR,False,-2.6931876369473824
NREM (NSRR),Purcell-NSRR,False,-2.5570299499391282
NREM (NSRR),Purcell-NSRR,False,-1.6937023725886444
NREM (NSRR),Purcell-NSRR,False,-3.598501226417021
NREM (NSRR),Purcell-NSRR,False,-3.072757050227887
NREM (NSRR),Purcell-NSRR,False,-1.1946844632679114
NREM (NSRR),Purcell-NSRR,False,-3.049304668631747
NREM (NSRR),Purcell-NSRR,False,-4.133393794371253
NREM (NSRR),Purcell-NSRR,False,-3.5278366631932165
NREM (NSRR),Purcell-NSRR,False,-3.8000663449386414
NREM (NSRR),Purcell-NSRR,False,-2.4883122576078223
NREM (NSRR),Purcell-NSRR,False,-3.7572984181554183
NREM (NSRR),Purcell-NSRR,False,-2.57553181393326
NREM (NSRR),Purcell-NSRR,False,-3.595390972642478
NREM (NSRR),Purcell-NSRR,False,-5.000281189977747
NREM (NSRR),Purcell-NSRR,False,-2.5394954203881293
NREM (NSRR),Purcell-NSRR,False,-2.6996553223779216
NREM (NSRR),Purcell-NSRR,False,-2.325682327974115
NREM (NSRR),Purcell-NSRR,False,-3.5315137914872743
NREM (NSRR),Purcell-NSRR,False,-3.6394211002908654
NREM (NSRR),Purcell-NSRR,False,-2.4434466612611
NREM (NSRR),Purcell-NSRR,False,-1.311734846163908
NREM (NSRR),Purcell-NSRR,False,-2.8386904947296565
NREM (NSRR),Purcell-NSRR,False,-2.4200355216626726
NREM (NSRR),Purcell-NSRR,False,-3.1756621164075316
NREM (NSRR),Purcell-NSRR,False,-4.41318791748003
NREM (NSRR),Purcell-NSRR,False,-1.8703135027411069
NREM (NSRR),Purcell-NSRR,False,-1.930076389729158
NREM (NSRR),Purcell-NSRR,False,-2.1302206535383412
NREM (NSRR),Purcell-NSRR,False,-3.0342506395327358
NREM (NSRR),Purcell-NSRR,False,-2.2453793553938217
NREM (NSRR),Purcell-NSRR,False,-1.9449144740374482
NREM (NSRR),Purcell-NSRR,False,-1.2093143275953544
NREM (NSRR),Purcell-NSRR,False,-1.8489495277517392
NREM (NSRR),Purcell-NSRR,False,-2.7853701767115475
NREM (NSRR),Purcell-NSRR,False,-4.174828482531547
NREM (NSRR),Purcell-NSRR,False,-2.6923695523455797
NREM (NSRR),Purcell-NSRR,False,-2.5901718355482553
NREM (NSRR),Purcell-NSRR,False,-2.131987002585422
NREM (NSRR),Purcell-NSRR,False,-1.4789546843761257
NREM (NSRR),Purcell-NSRR,False,-2.9463560441968033
NREM (NSRR),Purcell-NSRR,False,-0.7223938511466357
NREM (NSRR),Purcell-NSRR,False,-4.631576727161864
NREM (NSRR),Purcell-NSRR,False,-2.425345175521798
NREM (NSRR),Purcell-NSRR,False,-3.6586374370262886
NREM (NSRR),Purcell-NSRR,False,-4.7813860043702885
NREM (NSRR),Purcell-NSRR,False,-3.0543308049552316
NREM (NSRR),Purcell-NSRR,False,-4.325634695981871
NREM (NSRR),Purcell-NSRR,False,-3.01347314734539
NREM (NSRR),Purcell-NSRR,False,-2.8147902346118756
NREM (NSRR),Purcell-NSRR,False,-1.7172869631052035
NREM (NSRR),Purcell-NSRR,False,-4.376685844728545
NREM (NSRR),Purcell-NSRR,False,-1.9300450713381134
NREM (NSRR),Purcell-NSRR,False,-2.7506768960280246
NREM (NSRR),Purcell-NSRR,False,-1.8081155962892523
NREM (NSRR),Purcell-NSRR,False,-3.287221349670678
NREM (NSRR),Purcell-NSRR,False,-4.199123777773558
NREM (NSRR),Purcell-NSRR,False,-4.082924724739576
NREM (NSRR),Purcell-NSRR,False,-4.158174316760706
NREM (NSRR),Purcell-NSRR,False,-2.366132066538884
NREM (NSRR),Purcell-NSRR,False,-1.3543657614492848
NREM (NSRR),Purcell-NSRR,False,-3.422109314965725
NREM (NSRR),Purcell-NSRR,False,-2.212893721806546
NREM (NSRR),Purcell-NSRR,False,-4.392743671178447
NREM (NSRR),Purcell-NSRR,False,-2.6673941276849633
NREM (NSRR),Purcell-NSRR,False,-2.1729668699032416
NREM (NSRR),Purcell-NSRR,False,-4.316472138014335
NREM (NSRR),Purcell-NSRR,False,-3.0564666192894205
NREM (NSRR),Purcell-NSRR,False,-2.1250123763000675
NREM (NSRR),Purcell-NSRR,False,-5.82094075520098
NREM (NSRR),Purcell-NSRR,False,-1.4976270967485423
NREM (NSRR),Purcell-NSRR,False,-2.49183959877673
NREM (NSRR),Purcell-NSRR,False,-2.1241916001533205
NREM (NSRR),Purcell-NSRR,False,-3.267948324684083
NREM (NSRR),Purcell-NSRR,False,-4.594548925532675
NREM (NSRR),Purcell-NSRR,False,-2.3091706054924463
NREM (NSRR),Purcell-NSRR,False,-2.9336367232717886
NREM (NSRR),Purcell-NSRR,False,-2.817477650134026
NREM (NSRR),Purcell-NSRR,False,-1.748613318317757
NREM (NSRR),Purcell-NSRR,False,-2.0782809758619694
NREM (NSRR),Purcell-NSRR,False,-0.9044210065504386
NREM (NSRR),Purcell-NSRR,False,-2.6941964782243786
NREM (NSRR),Purcell-NSRR,False,-3.549969918873766
NREM (NSRR),Purcell-NSRR,False,-3.040804039155626
NREM (NSRR),Purcell-NSRR,False,-2.4290702810782334
NREM (NSRR),Purcell-NSRR,False,-1.8212728441935477
NREM (NSRR),Purcell-NSRR,False,-4.335620888500188
NREM (NSRR),Purcell-NSRR,False,-2.8413542154660356
NREM (NSRR),Purcell-NSRR,False,-1.2200658704848726
NREM (NSRR),Purcell-NSRR,False,-3.0932522546696477
NREM (NSRR),Purcell-NSRR,False,-1.907192468055418
NREM (NSRR),Purcell-NSRR,False,-2.3506348024875563
NREM (NSRR),Purcell-NSRR,False,-1.8820288892050996
NREM (NSRR),Purcell-NSRR,False,-3.670019996200024
NREM (NSRR),Purcell-NSRR,False,-3.665605898901614
NREM (NSRR),Purcell-NSRR,False,-2.8294712682983523
NREM (NSRR),Purcell-NSRR,False,-4.401634637158145
NREM (NSRR),Purcell-NSRR,False,-3.1231581496569953
NREM (NSRR),Purcell-NSRR,False,-2.593919461270167
NREM (NSRR),Purcell-NSRR,False,-1.0427535259523664
NREM (NSRR),Purcell-NSRR,False,-2.4421794764385107
NREM (NSRR),Purcell-NSRR,False,-2.2168500476739568
NREM (NSRR),Purcell-NSRR,False,-1.670770548060692
NREM (NSRR),Purcell-NSRR,False,-3.82687954863435
NREM (NSRR),Purcell-NSRR,False,-3.0171742165933133
NREM (NSRR),Purcell-NSRR,False,-0.39385806403352586
NREM (NSRR),Purcell-NSRR,False,-2.9301246802800347
NREM (NSRR),Purcell-NSRR,False,-1.7194243651769807
NREM (NSRR),Purcell-NSRR,False,-1.874051815594942
NREM (NSRR),Purcell-NSRR,False,-4.346841029152337
NREM (NSRR),Purcell-NSRR,False,-2.535587031633386
NREM (NSRR),Purcell-NSRR,False,-2.7013932756437704
NREM (NSRR),Purcell-NSRR,False,-2.5158607204835177
NREM (NSRR),Purcell-NSRR,False,-3.6136668879800444
NREM (NSRR),Purcell-NSRR,False,-3.9810705904541916
NREM (NSRR),Purcell-NSRR,False,-3.3320409224152105
NREM (NSRR),Purcell-NSRR,False,-2.94903403415894
NREM (NSRR),Purcell-NSRR,False,-1.6500021088970536
NREM (NSRR),Purcell-NSRR,False,-1.009664326763512
NREM (NSRR),Purcell-NSRR,False,-1.4357076237746533
NREM (NSRR),Purcell-NSRR,False,-1.9789164672274966
NREM (NSRR),Purcell-NSRR,False,-3.8670649911481307
NREM (NSRR),Purcell-NSRR,False,-3.264076782746904
NREM (NSRR),Purcell-NSRR,False,-2.637414239323307
NREM (NSRR),Purcell-NSRR,False,-3.4904518755326017
NREM (NSRR),Purcell-NSRR,False,-2.265481302586797
NREM (NSRR),Purcell-NSRR,False,-2.120385520902862
NREM (NSRR),Purcell-NSRR,False,-2.30691528238935
NREM (NSRR),Purcell-NSRR,False,-1.811877207707732
NREM (NSRR),Purcell-NSRR,False,-3.7660521481646274
NREM (NSRR),Purcell-NSRR,False,-1.9053525998271226
NREM (NSRR),Purcell-NSRR,False,-3.5544590963114113
NREM (NSRR),Purcell-NSRR,False,-3.8028573654455644
NREM (NSRR),Purcell-NSRR,False,-2.3111420933510147
NREM (NSRR),Purcell-NSRR,False,-1.6187216372828495
NREM (NSRR),Purcell-NSRR,False,-2.3558035101921178
NREM (NSRR),Purcell-NSRR,False,-2.828932394679049
NREM (NSRR),Purcell-NSRR,False,-2.5359166059157827
NREM (NSRR),Purcell-NSRR,False,-2.71184458850752
NREM (NSRR),Purcell-NSRR,False,-3.990216399957067
NREM (NSRR),Purcell-NSRR,False,-4.108363817681837
NREM (NSRR),Purcell-NSRR,False,-2.929824582781685
NREM (NSRR),Purcell-NSRR,False,-2.769131398975423
NREM (NSRR),Purcell-NSRR,False,-2.8385240433576997
NREM (NSRR),Purcell-NSRR,False,-2.1653323554632458
NREM (NSRR),Purcell-NSRR,False,-3.068206749888257
NREM (NSRR),Purcell-NSRR,False,-2.279888018877566
NREM (NSRR),Purcell-NSRR,False,-2.996418643910887
NREM (NSRR),Purcell-NSRR,False,-1.0035395560689944
NREM (NSRR),Purcell-NSRR,False,-2.7682636514336227
NREM (NSRR),Purcell-NSRR,False,-0.47962104424580865
NREM (NSRR),Purcell-NSRR,False,-2.4935285139748045
NREM (NSRR),Purcell-NSRR,False,-3.066384404539619
NREM (NSRR),Purcell-NSRR,False,-3.760843747235805
NREM (NSRR),Purcell-NSRR,False,-4.3111695954931015
NREM (NSRR),Purcell-NSRR,False,-3.8540035992328567
NREM (NSRR),Purcell-NSRR,False,-3.740750691399499
NREM (NSRR),Purcell-NSRR,False,-2.4501777130330433
NREM (NSRR),Purcell-NSRR,False,-3.382831748907973
NREM (NSRR),Purcell-NSRR,False,-2.660704630504024
NREM (NSRR),Purcell-NSRR,False,-1.5517793065495908
NREM (NSRR),Purcell-NSRR,False,-2.9389208605196737
NREM (NSRR),Purcell-NSRR,False,-0.7445009291174558
NREM (NSRR),Purcell-NSRR,False,-4.040708198407202
NREM (NSRR),Purcell-NSRR,False,-3.0024914026092437
NREM (NSRR),Purcell-NSRR,False,-3.3961458775162128
NREM (NSRR),Purcell-NSRR,False,-1.9016280998048707
NREM (NSRR),Purcell-NSRR,False,-5.118169205420599
NREM (NSRR),Purcell-NSRR,False,-4.311399183034586
NREM (NSRR),Purcell-NSRR,False,-2.95870687865872
NREM (NSRR),Purcell-NSRR,False,-1.2789667283942243
NREM (NSRR),Purcell-NSRR,False,-2.6212968089020867
NREM (NSRR),Purcell-NSRR,False,-4.218671207564804
NREM (NSRR),Purcell-NSRR,False,-4.062334380789888
NREM (NSRR),Purcell-NSRR,False,-1.1558139545068296
NREM (NSRR),Purcell-NSRR,False,-3.4790044144929952
NREM (NSRR),Purcell-NSRR,False,-3.804910472131953
NREM (NSRR),Purcell-NSRR,False,-1.3539095148290452
NREM (NSRR),Purcell-NSRR,False,-1.8260926593914821
NREM (NSRR),Purcell-NSRR,False,-1.5597983537626983
NREM (NSRR),Purcell-NSRR,False,-3.8120786627935437
NREM (NSRR),Purcell-NSRR,False,-4.394428331217831
NREM (NSRR),Purcell-NSRR,False,-2.715146325992349
NREM (NSRR),Purcell-NSRR,False,-2.5106279063355914
NREM (NSRR),Purcell-NSRR,False,-2.4807787866548434
NREM (NSRR),Purcell-NSRR,False,-1.3530878599114342
NREM (NSRR),Purcell-NSRR,False,-4.605733466280335
NREM (NSRR),Purcell-NSRR,False,-1.9794128369042374
NREM (NSRR),Purcell-NSRR,False,-3.960518997082495
NREM (NSRR),Purcell-NSRR,False,-1.9834227360917485
NREM (NSRR),Purcell-NSRR,False,-3.3309742819368173
NREM (NSRR),Purcell-NSRR,False,-3.6742846059827325
NREM (NSRR),Purcell-NSRR,False,-3.4676300149754185
NREM (NSRR),Purcell-NSRR,False,-4.313925704511769
NREM (NSRR),Purcell-NSRR,False,-2.809058836056512
NREM (NSRR),Purcell-NSRR,False,-3.632462960743135
NREM (NSRR),Purcell-NSRR,False,-2.0537395758492147
NREM (NSRR),Purcell-NSRR,False,-2.2018345755655195
NREM (NSRR),Purcell-NSRR,False,-1.1404544380845814
NREM (NSRR),Purcell-NSRR,False,-2.4790312429057195
NREM (NSRR),Purcell-NSRR,False,-2.3227253815815287
NREM (NSRR),Purcell-NSRR,False,-1.4321612891803148
NREM (NSRR),Purcell-NSRR,False,-3.485615018476657
NREM (NSRR),Purcell-NSRR,False,-4.357114055733708
NREM (NSRR),Purcell-NSRR,False,-2.647370801395287
NREM (NSRR),Purcell-NSRR,False,-4.290657863760893
NREM (NSRR),Purcell-NSRR,False,-0.36497056491355906
NREM (NSRR),Purcell-NSRR,False,-1.3760609246512387
NREM (NSRR),Purcell-NSRR,False,-0.6586066516592388
NREM (NSRR),Purcell-NSRR,False,-2.786761836450038
NREM (NSRR),Purcell-NSRR,False,-2.292450782643747
NREM (NSRR),Purcell-NSRR,False,-3.315296865687439
NREM (NSRR),Purcell-NSRR,False,-1.9558887676946597
NREM (NSRR),Purcell-NSRR,False,-4.080943827119121
NREM (NSRR),Purcell-NSRR,False,-5.425313516078578
NREM (NSRR),Purcell-NSRR,False,-3.6507287165502302
NREM (NSRR),Purcell-NSRR,False,-4.323913944469046
NREM (NSRR),Purcell-NSRR,False,-1.3533483180411399
NREM (NSRR),Purcell-NSRR,False,-1.0113183857123196
NREM (NSRR),Purcell-NSRR,False,-4.270703817397761
NREM (NSRR),Purcell-NSRR,False,-1.5419186930518536
NREM (NSRR),Purcell-NSRR,False,-1.8865612172042556
NREM (NSRR),Purcell-NSRR,False,-4.439665345380626
NREM (NSRR),Purcell-NSRR,False,-3.245212118633523
NREM (NSRR),Purcell-NSRR,False,-3.4375142449790865
NREM (NSRR),Purcell-NSRR,False,-2.0925276950047387
NREM (NSRR),Purcell-NSRR,False,-4.094347664395854
NREM (NSRR),Purcell-NSRR,False,-2.950125316006855
NREM (NSRR),Purcell-NSRR,False,-3.544625114988782
NREM (NSRR),Purcell-NSRR,False,-2.3706617074303336
NREM (NSRR),Purcell-NSRR,False,-3.069538730116047
NREM (NSRR),Purcell-NSRR,False,-3.392027127234522
NREM (NSRR),Purcell-NSRR,False,-3.0659989875447757
NREM (NSRR),Purcell-NSRR,False,-0.788161036162824
NREM (NSRR),Purcell-NSRR,False,-3.2721816456392787
NREM (NSRR),Purcell-NSRR,False,-3.9041944825499106
NREM (NSRR),Purcell-NSRR,False,-2.259174479881472
NREM (NSRR),Purcell-NSRR,False,-2.9953430895043165
NREM (NSRR),Purcell-NSRR,False,-4.283164575194419
NREM (NSRR),Purcell-NSRR,False,-0.590231188966535
NREM (NSRR),Purcell-NSRR,False,-3.2069447617803952
NREM (NSRR),Purcell-NSRR,False,-3.2326569612656937
NREM (NSRR),Purcell-NSRR,False,-2.6881395759228504
NREM (NSRR),Purcell-NSRR,False,-1.097963103130353
NREM (NSRR),Purcell-NSRR,False,-4.5510272611549905
NREM (NSRR),Purcell-NSRR,False,-2.5705174819386256
NREM (NSRR),Purcell-NSRR,False,-0.736282644989565
NREM (NSRR),Purcell-NSRR,False,-2.719640360491765
NREM (NSRR),Purcell-NSRR,False,-4.100985338224444
NREM (NSRR),Purcell-NSRR,False,-3.476231779598661
NREM (NSRR),Purcell-NSRR,False,-2.640496322616779
NREM (NSRR),Purcell-NSRR,False,-1.5023351462769425
NREM (NSRR),Purcell-NSRR,False,-3.193635140950184
NREM (NSRR),Purcell-NSRR,False,-2.0128747401670846
NREM (NSRR),Purcell-NSRR,False,-4.303554575251387
NREM (NSRR),Purcell-NSRR,False,-4.312009904323228
NREM (NSRR),Purcell-NSRR,False,-3.3389176473313533
NREM (NSRR),Purcell-NSRR,False,-1.3937518297493983
NREM (NSRR),Purcell-NSRR,False,-2.7802527367896093
NREM (NSRR),Purcell-NSRR,False,-2.556516972267245
NREM (NSRR),Purcell-NSRR,False,-2.5683972085686437
NREM (NSRR),Purcell-NSRR,False,-1.7267386419339907
NREM (NSRR),Purcell-NSRR,False,-3.467952029358439
NREM (NSRR),Purcell-NSRR,False,-2.15299449892694
NREM (NSRR),Purcell-NSRR,False,-3.6914097302283353
NREM (NSRR),Purcell-NSRR,False,-0.8415997974432678
NREM (NSRR),Purcell-NSRR,False,-3.660531850572897
NREM (NSRR),Purcell-NSRR,False,-3.7435689451202734
NREM (NSRR),Purcell-NSRR,False,-2.2933660135165868
NREM (NSRR),Purcell-NSRR,False,-2.769200669977489
NREM (NSRR),Purcell-NSRR,False,-2.519006459106426
NREM (NSRR),Purcell-NSRR,False,-2.619806198079831
NREM (NSRR),Purcell-NSRR,False,-3.9542071832198133
NREM (NSRR),Purcell-NSRR,False,-1.2162002346038445
NREM (NSRR),Purcell-NSRR,False,-1.9451368477031141
NREM (NSRR),Purcell-NSRR,False,-1.4738325077283856
NREM (NSRR),Purcell-NSRR,False,-3.3850247035064
NREM (NSRR),Purcell-NSRR,False,-2.428199210744818
NREM (NSRR),Purcell-NSRR,False,-2.6501309308898664
NREM (NSRR),Purcell-NSRR,False,-1.7077058750926737
NREM (NSRR),Purcell-NSRR,False,-1.6750518273288897
NREM (NSRR),Purcell-NSRR,False,-2.6545032937819575
NREM (NSRR),Purcell-NSRR,False,-4.387183176283863
NREM (NSRR),Purcell-NSRR,False,-1.0477902615462584
NREM (NSRR),Purcell-NSRR,False,-2.2869683507163288
NREM (NSRR),Purcell-NSRR,False,-3.4661457798174835
NREM (NSRR),Purcell-NSRR,False,-2.4383070790064383
NREM (NSRR),Purcell-NSRR,False,-4.380238709102374
NREM (NSRR),Purcell-NSRR,False,-1.7812758847604466
NREM (NSRR),Purcell-NSRR,False,-4.339851612884916
NREM (NSRR),Purcell-NSRR,False,-3.07363240738217
NREM (NSRR),Purcell-NSRR,False,-2.6024483763551185
NREM (NSRR),Purcell-NSRR,False,-1.7979984601511219
NREM (NSRR),Purcell-NSRR,False,-2.742105430338426
NREM (NSRR),Purcell-NSRR,False,-2.2069923125938553
NREM (NSRR),Purcell-NSRR,False,-2.8785237758240636
NREM (NSRR),Purcell-NSRR,False,-2.8825937385376634
NREM (NSRR),Purcell-NSRR,False,-2.7634397752114364
NREM (NSRR),Purcell-NSRR,False,-3.041453235338729
NREM (NSRR),Purcell-NSRR,False,-4.557938647628009
NREM (NSRR),Purcell-NSRR,False,-3.6280579517207125
NREM (NSRR),Purcell-NSRR,False,-2.6021239255722546
NREM (NSRR),Purcell-NSRR,False,-3.10227730154712
NREM (NSRR),Purcell-NSRR,False,-3.007783142564954
NREM (NSRR),Purcell-NSRR,False,-3.177450475989483
NREM (NSRR),Purcell-NSRR,False,-3.72453995884646
NREM (NSRR),Purcell-NSRR,False,-3.349346902378193
NREM (NSRR),Purcell-NSRR,False,-3.1607192224635354
NREM (NSRR),Purcell-NSRR,False,-2.8447916972105722
NREM (NSRR),Purcell-NSRR,False,-2.4516376546332173
NREM (NSRR),Purcell-NSRR,False,-3.0328378159221105
NREM (NSRR),Purcell-NSRR,False,-3.8927007188964557
NREM (NSRR),Purcell-NSRR,False,-4.265795374267491
NREM (NSRR),Purcell-NSRR,False,-0.21965394150564954
NREM (NSRR),Purcell-NSRR,False,-3.994129491656567
NREM (NSRR),Purcell-NSRR,False,-3.3751958445959582
NREM (NSRR),Purcell-NSRR,False,-2.3264494386633823
NREM (NSRR),Purcell-NSRR,False,-2.484567380746757
NREM (NSRR),Purcell-NSRR,False,-2.3225350751332545
NREM (NSRR),Purcell-NSRR,False,-3.298326179191405
NREM (NSRR),Purcell-NSRR,False,-2.608419460902832
NREM (NSRR),Purcell-NSRR,False,-2.787879127552573
NREM (NSRR),Purcell-NSRR,False,-3.1660859904576215
NREM (NSRR),Purcell-NSRR,False,-2.6014809808870543
NREM (NSRR),Purcell-NSRR,False,-1.7812632473715697
NREM (NSRR),Purcell-NSRR,False,-2.8724814944688535
NREM (NSRR),Purcell-NSRR,False,-2.8657441320202337
NREM (NSRR),Purcell-NSRR,False,-1.7683056437531761
NREM (NSRR),Purcell-NSRR,False,-1.8764594554732468
NREM (NSRR),Purcell-NSRR,False,-1.245995497960846
NREM (NSRR),Purcell-NSRR,False,-4.628481212926059
NREM (NSRR),Purcell-NSRR,False,-1.9334131931439205
NREM (NSRR),Purcell-NSRR,False,-2.240798092520014
NREM (NSRR),Purcell-NSRR,False,-3.7468733823523164
NREM (NSRR),Purcell-NSRR,False,-2.595224528780124
NREM (NSRR),Purcell-NSRR,False,-1.785560814189284
NREM (NSRR),Purcell-NSRR,False,-3.6896641495055906
NREM (NSRR),Purcell-NSRR,False,-2.4018304205728342
NREM (NSRR),Purcell-NSRR,False,-1.9676065007439658
NREM (NSRR),Purcell-NSRR,False,-3.9345891007012432
NREM (NSRR),Purcell-NSRR,False,-2.9940884150117473
NREM (NSRR),Purcell-NSRR,False,-2.5452184326208247
NREM (NSRR),Purcell-NSRR,False,-3.65621828381531
NREM (NSRR),Purcell-NSRR,False,-3.7402918405427883
NREM (NSRR),Purcell-NSRR,False,-2.986755581702643
NREM (NSRR),Purcell-NSRR,False,-2.0382037172244347
NREM (NSRR),Purcell-NSRR,False,-2.198110057118367
NREM (NSRR),Purcell-NSRR,False,-3.7223266035146305
NREM (NSRR),Purcell-NSRR,False,-2.1895693180879148
NREM (NSRR),Purcell-NSRR,False,-3.6965309148320777
NREM (NSRR),Purcell-NSRR,False,-4.48057022885206
NREM (NSRR),Purcell-NSRR,False,-3.2217951842160235
NREM (NSRR),Purcell-NSRR,False,-1.7128028997300364
NREM (NSRR),Purcell-NSRR,False,-2.1857285989614343
NREM (NSRR),Purcell-NSRR,False,-2.8515917217621487
NREM (NSRR),Purcell-NSRR,False,-3.2719850332491145
NREM (NSRR),Purcell-NSRR,False,-3.244700320598007
NREM (NSRR),Purcell-NSRR,False,-2.7398368177901875
NREM (NSRR),Purcell-NSRR,False,-3.931974309778264
NREM (NSRR),Purcell-NSRR,False,-3.2025177743597677
NREM (NSRR),Purcell-NSRR,False,-3.068300670141092
NREM (NSRR),Purcell-NSRR,False,-4.21819221901864
NREM (NSRR),Purcell-NSRR,False,-3.6990711712829203
NREM (NSRR),Purcell-NSRR,False,-2.4342921946657934
NREM (NSRR),Purcell-NSRR,False,-2.8403676475308886
NREM (NSRR),Purcell-NSRR,False,-3.1626737224573254
NREM (NSRR),Purcell-NSRR,False,-3.7729749851601575
NREM (NSRR),Purcell-NSRR,False,-1.2531718989012959
NREM (NSRR),Purcell-NSRR,False,-3.698596192498263
NREM (NSRR),Purcell-NSRR,False,-2.5952195775715476
NREM (NSRR),Purcell-NSRR,False,-3.344050262016887
NREM (NSRR),Purcell-NSRR,False,-2.8132610581979614
NREM (NSRR),Purcell-NSRR,False,-2.3865924621300794
NREM (NSRR),Purcell-NSRR,False,-4.237617382362464
NREM (NSRR),Purcell-NSRR,False,-2.8567000702391376
NREM (NSRR),Purcell-NSRR,False,-1.6441851299860941
NREM (NSRR),Purcell-NSRR,False,-1.066180337518476
NREM (NSRR),Purcell-NSRR,False,-2.981661216344246
NREM (NSRR),Purcell-NSRR,False,-2.8077907027723406
NREM (NSRR),Purcell-NSRR,False,-0.6106499593966284
NREM (NSRR),Purcell-NSRR,False,-1.700696524128625
NREM (NSRR),Purcell-NSRR,False,-3.4751054035491427
NREM (NSRR),Purcell-NSRR,False,-3.476825809566662
NREM (NSRR),Purcell-NSRR,False,-1.8813313063265262
NREM (NSRR),Purcell-NSRR,False,-3.873846706459786
NREM (NSRR),Purcell-NSRR,False,-1.7484920347721409
NREM (NSRR),Purcell-NSRR,False,-2.511464543007818
NREM (NSRR),Purcell-NSRR,False,-2.3257198490910156
NREM (NSRR),Purcell-NSRR,False,-3.109986553726328
NREM (NSRR),Purcell-NSRR,False,-3.487804520042898
NREM (NSRR),Purcell-NSRR,False,-1.369484101751393
NREM (NSRR),Purcell-NSRR,False,-3.0998633774647755
NREM (NSRR),Purcell-NSRR,False,-3.266141516681903
NREM (NSRR),Purcell-NSRR,False,-2.9311523836027424
NREM (NSRR),Purcell-NSRR,False,-2.6545323272665855
NREM (NSRR),Purcell-NSRR,False,-3.8938854118838955
NREM (NSRR),Purcell-NSRR,False,-3.422028268527196
NREM (NSRR),Purcell-NSRR,False,-3.4758623788887038
NREM (NSRR),Purcell-NSRR,False,-1.9940102146714422
NREM (NSRR),Purcell-NSRR,False,-3.747187482374967
NREM (NSRR),Purcell-NSRR,False,-4.62801297801222
NREM (NSRR),Purcell-NSRR,False,-4.8420171373284004
NREM (NSRR),Purcell-NSRR,False,-4.3390094670049715
NREM (NSRR),Purcell-NSRR,False,-1.4712114636757585
NREM (NSRR),Purcell-NSRR,False,-2.833588067132699
NREM (NSRR),Purcell-NSRR,False,-2.342400218159825
NREM (NSRR),Purcell-NSRR,False,-2.3067151134751853
NREM (NSRR),Purcell-NSRR,False,-2.793104246033595
NREM (NSRR),Purcell-NSRR,False,-2.92572875615139
NREM (NSRR),Purcell-NSRR,False,-1.7922396930851294
NREM (NSRR),Purcell-NSRR,False,-2.7021543555785925
NREM (NSRR),Purcell-NSRR,False,-1.4331763210365547
NREM (NSRR),Purcell-NSRR,False,-2.221304301427695
NREM (NSRR),Purcell-NSRR,False,-3.475623590933866
NREM (NSRR),Purcell-NSRR,False,-3.353432582130107
NREM (NSRR),Purcell-NSRR,False,-3.586681595580897
NREM (NSRR),Purcell-NSRR,False,-1.617025962563331
NREM (NSRR),Purcell-NSRR,False,-3.260182842743811
NREM (NSRR),Purcell-NSRR,False,-3.6585892386208014
NREM (NSRR),Purcell-NSRR,False,-2.52617045459938
NREM (NSRR),Purcell-NSRR,False,-2.9483981882358914
NREM (NSRR),Purcell-NSRR,False,-2.5516993812945348
NREM (NSRR),Purcell-NSRR,False,-0.936242647452419
NREM (NSRR),Purcell-NSRR,False,-1.9253608254005856
NREM (NSRR),Purcell-NSRR,False,-2.8226472290286617
